id,scrapedrecipeguid,name,modelledname
16722,576c1599-1c53-44d9-8d9d-258fafebfd24,4 tbsp milk,NULL
16723,576c1599-1c53-44d9-8d9d-258fafebfd24,"85g butter, melted",NULL
16724,576c1599-1c53-44d9-8d9d-258fafebfd24,"350g juicy, ripe cherries",NULL
16725,576c1599-1c53-44d9-8d9d-258fafebfd24,"icing sugar, for dusting",NULL
16726,576c1599-1c53-44d9-8d9d-258fafebfd24,25g plain flour,NULL
16727,576c1599-1c53-44d9-8d9d-258fafebfd24,&#188; tsp ground cinnamon,NULL
16728,576c1599-1c53-44d9-8d9d-258fafebfd24,25g golden caster sugar,NULL
16729,576c1599-1c53-44d9-8d9d-258fafebfd24,"25g butter, at room temperature, diced",NULL
16730,b779e094-9b08-41bc-9b1a-559d97ada97b,4 medium leek,NULL
16731,b779e094-9b08-41bc-9b1a-559d97ada97b,3 tbsp olive oil,NULL
16732,b779e094-9b08-41bc-9b1a-559d97ada97b,"curry salt, to season (see tip below)",NULL
16733,b779e094-9b08-41bc-9b1a-559d97ada97b,"knob of butter, optional",NULL
16734,b779e094-9b08-41bc-9b1a-559d97ada97b,"250g raw, peeled tiger prawn",NULL
16735,b779e094-9b08-41bc-9b1a-559d97ada97b,100ml double or whipping cream,NULL
16736,1f8c4266-d358-45cb-9e4a-3e528c7f375b,"1 vanilla pod, split (optional)",NULL
16737,1f8c4266-d358-45cb-9e4a-3e528c7f375b,140g caster sugar,NULL
16738,1f8c4266-d358-45cb-9e4a-3e528c7f375b,"2 large, ripe mangoes",NULL
16739,1f8c4266-d358-45cb-9e4a-3e528c7f375b,"300g strawberries, sliced to serve",NULL
16740,941d55b4-a362-444f-a65d-1a497e89c2e7,250g green bean,NULL
16741,941d55b4-a362-444f-a65d-1a497e89c2e7,1 small shallot,NULL
16742,941d55b4-a362-444f-a65d-1a497e89c2e7,vinaigrette,NULL
16743,c34f58cf-a284-4d25-a576-b6c9440ef565,2 red peppers,NULL
16744,c34f58cf-a284-4d25-a576-b6c9440ef565,"large handfuls of basil leaves, torn",NULL
16745,c34f58cf-a284-4d25-a576-b6c9440ef565,"1 plump garlic clove, sliced",NULL
16746,c34f58cf-a284-4d25-a576-b6c9440ef565,"2 plum tomatoes, halved",NULL
16747,c34f58cf-a284-4d25-a576-b6c9440ef565,2 chicken leg quarters,NULL
16748,c34f58cf-a284-4d25-a576-b6c9440ef565,2 tbsp extra-virgin olive oil,NULL
16749,c34f58cf-a284-4d25-a576-b6c9440ef565,"410g can butter beans, drained and rinsed",NULL
16750,17829827-be6d-44b4-894b-8e97ecad8d97,375g pack ready-rolled shortcrust pastry,NULL
16751,17829827-be6d-44b4-894b-8e97ecad8d97,"500g onions, finely sliced",NULL
16752,17829827-be6d-44b4-894b-8e97ecad8d97,3 tbsp olive oil,NULL
16753,17829827-be6d-44b4-894b-8e97ecad8d97,"few sprigs thyme, leaves only",NULL
16754,17829827-be6d-44b4-894b-8e97ecad8d97,3 eggs,NULL
16755,17829827-be6d-44b4-894b-8e97ecad8d97,300ml milk,NULL
16756,17829827-be6d-44b4-894b-8e97ecad8d97,100g ready grated emmental,NULL
16757,1e882511-9e34-4c2a-87c9-922a017bb9ac,2 x 200g packs smoked salmon,NULL
16758,1e882511-9e34-4c2a-87c9-922a017bb9ac,"4 spring onion, chopped",NULL
16759,1e882511-9e34-4c2a-87c9-922a017bb9ac,"2-3 tbsp of capers, drained",NULL
16760,1e882511-9e34-4c2a-87c9-922a017bb9ac,200g pot cream cheese,NULL
16761,1e882511-9e34-4c2a-87c9-922a017bb9ac,"3 lemon, cut into thin wedges, to serve",NULL
16762,1e882511-9e34-4c2a-87c9-922a017bb9ac,4 thin baguette,NULL
16763,1e882511-9e34-4c2a-87c9-922a017bb9ac,splash of olive oil,NULL
16764,a3f0730b-15ee-4d17-9ff8-4b1f14862388,250g puy lentils,NULL
16765,a3f0730b-15ee-4d17-9ff8-4b1f14862388,"2 shallot, finely chopped",NULL
16766,a3f0730b-15ee-4d17-9ff8-4b1f14862388,4 tbsp olive oil,NULL
16767,a3f0730b-15ee-4d17-9ff8-4b1f14862388,"140g shiitake mushroom, quartered",NULL
16768,a3f0730b-15ee-4d17-9ff8-4b1f14862388,"250g pack cherry or plum tomatoes, halved",NULL
16769,a3f0730b-15ee-4d17-9ff8-4b1f14862388,"2 tbsp capers, rinsed",NULL
16770,a3f0730b-15ee-4d17-9ff8-4b1f14862388,150ml white wine,NULL
16771,a3f0730b-15ee-4d17-9ff8-4b1f14862388,"4 x brill (or any other white fish like cod) fillets, skinned - about 140-175g/5-6oz each",NULL
16772,a3f0730b-15ee-4d17-9ff8-4b1f14862388,"1 small lemon, thinly sliced",NULL
16773,a3f0730b-15ee-4d17-9ff8-4b1f14862388,"1 small bunch of flat-leaf parsley, roughly chopped",NULL
16774,a3f0730b-15ee-4d17-9ff8-4b1f14862388,140g baby spinach leaves,NULL
16775,aadd5937-d58b-41de-8d32-8def3eacf31d,1 tbsp groundnut oil or sunflower oil,NULL
16776,aadd5937-d58b-41de-8d32-8def3eacf31d,340g pack of mini chicken breast fillets (sometimes called goujons),NULL
16777,aadd5937-d58b-41de-8d32-8def3eacf31d,"2 garlic cloves, sliced",NULL
16778,aadd5937-d58b-41de-8d32-8def3eacf31d,"200g pack tender stem broccoli, stems halved if very long",NULL
16779,aadd5937-d58b-41de-8d32-8def3eacf31d,200ml chicken stock,NULL
16780,aadd5937-d58b-41de-8d32-8def3eacf31d,1 heaped tsp cornflour,NULL
16781,aadd5937-d58b-41de-8d32-8def3eacf31d,1 tbsp clear honey or 2 tsp golden caster sugar,NULL
16782,aadd5937-d58b-41de-8d32-8def3eacf31d,the zest of half a lemon and the juice of a whole one,NULL
16783,aadd5937-d58b-41de-8d32-8def3eacf31d,a large handful of roasted cashews,NULL
16784,07b4fa25-2996-4ff0-8e06-6adb6380ea32,small pinch saffron strands,NULL
16785,07b4fa25-2996-4ff0-8e06-6adb6380ea32,"3 garlic cloves, crushed",NULL
16786,07b4fa25-2996-4ff0-8e06-6adb6380ea32,2 egg yolks,NULL
16787,07b4fa25-2996-4ff0-8e06-6adb6380ea32,1 tbsp Dijon mustard,NULL
16788,07b4fa25-2996-4ff0-8e06-6adb6380ea32,300ml olive oil,NULL
16789,7616ca14-5ec5-463a-87b1-cd5e789d49d6,2 tbsp medium oatmeal,NULL
16790,7616ca14-5ec5-463a-87b1-cd5e789d49d6,300g fresh British raspberries,NULL
16791,7616ca14-5ec5-463a-87b1-cd5e789d49d6,a little caster sugar,NULL
16792,7616ca14-5ec5-463a-87b1-cd5e789d49d6,350ml double cream (we used Jersey double cream),NULL
16793,7616ca14-5ec5-463a-87b1-cd5e789d49d6,2 tbsp heather honey,NULL
16794,7616ca14-5ec5-463a-87b1-cd5e789d49d6,"2-3 tbsp whisky, to taste",NULL
16795,f150c565-41c2-42d7-b6d2-bd458a5a640a,100ml cold butter,NULL
16796,f150c565-41c2-42d7-b6d2-bd458a5a640a,200g plain flour,NULL
16797,f150c565-41c2-42d7-b6d2-bd458a5a640a,85g caster sugar,NULL
16798,f150c565-41c2-42d7-b6d2-bd458a5a640a,3 egg yolk,NULL
16799,f150c565-41c2-42d7-b6d2-bd458a5a640a,grated zest of a lemon,NULL
16800,f150c565-41c2-42d7-b6d2-bd458a5a640a,50g blanched whole almonds,NULL
16801,f150c565-41c2-42d7-b6d2-bd458a5a640a,"50g caster sugar, plus 2 tbsp",NULL
16802,f150c565-41c2-42d7-b6d2-bd458a5a640a,50g butter,NULL
16803,f150c565-41c2-42d7-b6d2-bd458a5a640a,50g plain flour,NULL
16804,f150c565-41c2-42d7-b6d2-bd458a5a640a,1 large egg and 1 egg yolk,NULL
16805,f150c565-41c2-42d7-b6d2-bd458a5a640a,"50g amaretti biscuit, lightly crushed",NULL
16806,f150c565-41c2-42d7-b6d2-bd458a5a640a,5-6 peaches or nectarines depending on their size,NULL
16807,f150c565-41c2-42d7-b6d2-bd458a5a640a,2 tbsp flaked almonds,NULL
16808,f150c565-41c2-42d7-b6d2-bd458a5a640a,"icing sugar, to dust",NULL
16809,5354e3f6-bca3-44c8-96c3-5123e1875105,4 x 225g sirloin steaks,NULL
16810,5354e3f6-bca3-44c8-96c3-5123e1875105,crushed black peppercorn,NULL
16811,5354e3f6-bca3-44c8-96c3-5123e1875105,splash of oil,NULL
16812,5354e3f6-bca3-44c8-96c3-5123e1875105,knob of butter,NULL
16813,5354e3f6-bca3-44c8-96c3-5123e1875105,ready-made B&#233;arnaise sauce,NULL
16814,d146a6cd-57d2-466e-92c9-a92b2628b5b1,"225g punnet strawberries, sliced",NULL
16815,d146a6cd-57d2-466e-92c9-a92b2628b5b1,2 tbsp Cointreau,NULL
16816,d146a6cd-57d2-466e-92c9-a92b2628b5b1,500g pack fresh rice pudding from the chiller cabinet,NULL
16817,d146a6cd-57d2-466e-92c9-a92b2628b5b1,85ml golden granulated sugar,NULL
16818,5ffee76d-eedb-4a19-9731-8915bec6248d,3 tbsp olive oil,NULL
16819,5ffee76d-eedb-4a19-9731-8915bec6248d,"140g pancetta or bacon, cut into cubes",NULL
16820,5ffee76d-eedb-4a19-9731-8915bec6248d,"1 small onion, thinly sliced",NULL
16821,5ffee76d-eedb-4a19-9731-8915bec6248d,25g butter,NULL
16822,5ffee76d-eedb-4a19-9731-8915bec6248d,"500g/1lb 2oz pumpkin or butternut squash, peeled, deseeded and diced",NULL
16823,5ffee76d-eedb-4a19-9731-8915bec6248d,"20g pack fresh sage, finely shredded",NULL
16824,5ffee76d-eedb-4a19-9731-8915bec6248d,400g pasta (we used penne),NULL
16825,5ffee76d-eedb-4a19-9731-8915bec6248d,"25g freshly grated Parmesan, plus extra to serve",NULL
16826,628194c3-f7e0-4f0c-afaf-052f3e543003,new potatoes,NULL
16827,628194c3-f7e0-4f0c-afaf-052f3e543003,"large, salad onions, peeled, halved",NULL
16828,628194c3-f7e0-4f0c-afaf-052f3e543003,fresh bay leaves,NULL
16829,628194c3-f7e0-4f0c-afaf-052f3e543003,a splash of olive oil,NULL
16830,628194c3-f7e0-4f0c-afaf-052f3e543003,sea salt,NULL
16831,628194c3-f7e0-4f0c-afaf-052f3e543003,"salt or your favourite dips, to serve",NULL
16832,27b672f6-493b-42d0-9cf1-8ed85f58af96,"6 pear, Williams are best, ripe or nearly ripe",NULL
16833,27b672f6-493b-42d0-9cf1-8ed85f58af96,300ml sweet white wine,NULL
16834,27b672f6-493b-42d0-9cf1-8ed85f58af96,175g golden caster sugar,NULL
16835,27b672f6-493b-42d0-9cf1-8ed85f58af96,"1 vanilla pod, split in half",NULL
16836,43480d82-cfd5-4d82-8763-49aa6014de63,"2 x 1&#189;kg/3lb 5oz or 3 x cooked chicken, preferably free-range",NULL
16837,43480d82-cfd5-4d82-8763-49aa6014de63,"4 large ripe peach, stoned",NULL
16838,43480d82-cfd5-4d82-8763-49aa6014de63,"200g mangetout, thinly shredded lengthways",NULL
16839,43480d82-cfd5-4d82-8763-49aa6014de63,"6 spring onion, very finely sliced",NULL
16840,43480d82-cfd5-4d82-8763-49aa6014de63,4 tbsp chopped fresh coriander,NULL
16841,43480d82-cfd5-4d82-8763-49aa6014de63,zest and juice of 2 limes,NULL
16842,43480d82-cfd5-4d82-8763-49aa6014de63,2 tbsp clear honey,NULL
16843,43480d82-cfd5-4d82-8763-49aa6014de63,2 tbsp freshly grated root ginger,NULL
16844,43480d82-cfd5-4d82-8763-49aa6014de63,2 tbsp soy sauce,NULL
16845,43480d82-cfd5-4d82-8763-49aa6014de63,6 tbsp sunflower oil,NULL
16846,43480d82-cfd5-4d82-8763-49aa6014de63,1 tbsp toasted sesame oil,NULL
16847,e4bca694-f997-4840-852d-b2a42949473c,2 x 125g balls buffalo mozzarella,NULL
16848,e4bca694-f997-4840-852d-b2a42949473c,"5 ripe plum tomato, seeded and roughly chopped",NULL
16849,e4bca694-f997-4840-852d-b2a42949473c,"1 red chilli, seeded and finely chopped",NULL
16850,e4bca694-f997-4840-852d-b2a42949473c,"1 small red onion, very finely chopped",NULL
16851,e4bca694-f997-4840-852d-b2a42949473c,sundried tomato paste,NULL
16852,e4bca694-f997-4840-852d-b2a42949473c,2 tbsp chopped fresh flat leaf parsley,NULL
16853,e4bca694-f997-4840-852d-b2a42949473c,1 tbsp lime juice,NULL
16854,e4bca694-f997-4840-852d-b2a42949473c,"3 tbsp extra-virgin olive oil, plus extra for drizzling",NULL
16855,82de0815-9e61-460e-a9b0-ecddc2ee2d34,400g new potato,NULL
16856,82de0815-9e61-460e-a9b0-ecddc2ee2d34,2 tbsp olive oil,NULL
16857,82de0815-9e61-460e-a9b0-ecddc2ee2d34,"4 spring onion, trimmed and each cut into 2-3 pieces on the diagonal",NULL
16858,82de0815-9e61-460e-a9b0-ecddc2ee2d34,"4 rashers of unsmoked bacon, snipped into pieces",NULL
16859,82de0815-9e61-460e-a9b0-ecddc2ee2d34,1 tbsp plain flour,NULL
16860,82de0815-9e61-460e-a9b0-ecddc2ee2d34,"1 tsp paprika, plus extra for sprinkling",NULL
16861,a9f3463f-b352-436c-b4df-054f7d37272d,400g wholemeal flour,NULL
16862,a9f3463f-b352-436c-b4df-054f7d37272d,7g sachet fast-action yeast,NULL
16863,a9f3463f-b352-436c-b4df-054f7d37272d,300ml water,NULL
16864,a9f3463f-b352-436c-b4df-054f7d37272d,175g wholemeal flour,NULL
16865,a9f3463f-b352-436c-b4df-054f7d37272d,400g strong white flour,NULL
16866,a9f3463f-b352-436c-b4df-054f7d37272d,2 tsp salt,NULL
16867,a9f3463f-b352-436c-b4df-054f7d37272d,7g sachet fast-action yeast,NULL
16868,a9f3463f-b352-436c-b4df-054f7d37272d,"140g butter, melted",NULL
16869,a9f3463f-b352-436c-b4df-054f7d37272d,1 tbsp treacle,NULL
16870,a9f3463f-b352-436c-b4df-054f7d37272d,225ml water,NULL
16871,a9f3463f-b352-436c-b4df-054f7d37272d,"200g figs, coarsely chopped",NULL
16872,a9f3463f-b352-436c-b4df-054f7d37272d,"100g dates, coarsely chopped",NULL
16873,a907a93b-138a-4269-b795-b81ff3463488,1 rasher lean back bacon,NULL
16874,a907a93b-138a-4269-b795-b81ff3463488,1 thinly sliced garlic clove,NULL
16875,a907a93b-138a-4269-b795-b81ff3463488,1 tbsp wine vinegar,NULL
16876,a907a93b-138a-4269-b795-b81ff3463488,"2-3 tbsp canned chickpeas, drained and washed",NULL
16877,a907a93b-138a-4269-b795-b81ff3463488,&#189; bag baby leaf spinach,NULL
16878,c6e82c5c-2f3f-4669-a6f4-c769c3538900,5 rashers streaky bacon,NULL
16879,c6e82c5c-2f3f-4669-a6f4-c769c3538900,"1&#189; kg Maris Piper potato, peeled",NULL
16880,c6e82c5c-2f3f-4669-a6f4-c769c3538900,5 tbsp olive oil,NULL
16881,c6e82c5c-2f3f-4669-a6f4-c769c3538900,1 small onion,NULL
16882,c6e82c5c-2f3f-4669-a6f4-c769c3538900,"butter, for greasing",NULL
16883,812b37dc-5185-465d-ac55-a41f57dd731f,280g pack white bread and pizza base mix,NULL
16884,812b37dc-5185-465d-ac55-a41f57dd731f,300g new potato,NULL
16885,812b37dc-5185-465d-ac55-a41f57dd731f,4 spring onion,NULL
16886,812b37dc-5185-465d-ac55-a41f57dd731f,175g taleggio cheese,NULL
16887,812b37dc-5185-465d-ac55-a41f57dd731f,100g pack smoked lardon,NULL
16888,4c3c6157-9e14-46d8-ba8d-3bf162282a87,4&#189; kg joint middle-cut gammon or lightly smoked bacon,NULL
16889,4c3c6157-9e14-46d8-ba8d-3bf162282a87,900ml/1&#189; pints dry cider,NULL
16890,4c3c6157-9e14-46d8-ba8d-3bf162282a87,"2 onions, quartered",NULL
16891,4c3c6157-9e14-46d8-ba8d-3bf162282a87,"2 large carrots, halved",NULL
16892,4c3c6157-9e14-46d8-ba8d-3bf162282a87,3 fresh bay leaves,NULL
16893,4c3c6157-9e14-46d8-ba8d-3bf162282a87,a handful of parsley stalks,NULL
16894,4c3c6157-9e14-46d8-ba8d-3bf162282a87,6 cloves,NULL
16895,4c3c6157-9e14-46d8-ba8d-3bf162282a87,8 peppercorns,NULL
16896,4c3c6157-9e14-46d8-ba8d-3bf162282a87,"2 oranges, halved, to garnish",NULL
16897,4c3c6157-9e14-46d8-ba8d-3bf162282a87,8 tbsp fine-cut whisky marmalade,NULL
16898,4c3c6157-9e14-46d8-ba8d-3bf162282a87,500ml milk,NULL
16899,4c3c6157-9e14-46d8-ba8d-3bf162282a87,"100g fresh parsley, stalks reserved and leaves chopped",NULL
16900,4c3c6157-9e14-46d8-ba8d-3bf162282a87,2 bay leaves,NULL
16901,4c3c6157-9e14-46d8-ba8d-3bf162282a87,50g plain flour,NULL
16902,4c3c6157-9e14-46d8-ba8d-3bf162282a87,100ml/3&#189; fl oz double cream,NULL
16903,97b1a549-a40b-4b27-98c4-e80d661a1fe8,"100g (approx) each of a mix of firm vegetables, cut into bite-size pieces, such as aubergine, broccoli, courgette, mushrooms, red pepper and sweet potatoes",NULL
16904,97b1a549-a40b-4b27-98c4-e80d661a1fe8,tempura batter (see below),NULL
16905,97b1a549-a40b-4b27-98c4-e80d661a1fe8,"groundnut or sunflower oil, for deep frying",NULL
16906,97b1a549-a40b-4b27-98c4-e80d661a1fe8,3 tbsp soy sauce,NULL
16907,97b1a549-a40b-4b27-98c4-e80d661a1fe8,3 tbsp dry sherry,NULL
16908,97b1a549-a40b-4b27-98c4-e80d661a1fe8,1 tbsp sugar,NULL
16909,97b1a549-a40b-4b27-98c4-e80d661a1fe8,"1 lemon, zest only",NULL
16910,f3357070-a2d5-4d01-a5b9-b624a2153c85,"9-12 plums, depending on size",NULL
16911,f3357070-a2d5-4d01-a5b9-b624a2153c85,2 tbsp light muscovado sugar,NULL
16912,f3357070-a2d5-4d01-a5b9-b624a2153c85,"3 medium or 2 large orange, juice only",NULL
16913,f3357070-a2d5-4d01-a5b9-b624a2153c85,50g butter,NULL
16914,f3357070-a2d5-4d01-a5b9-b624a2153c85,2 tbsp golden syrup or honey,NULL
16915,f3357070-a2d5-4d01-a5b9-b624a2153c85,50g porridge oat,NULL
16916,5a838c22-8e29-46e7-b153-6728288a3d9e,1&#189; kg apple (Braeburns or Granny Smiths are ideal),NULL
16917,5a838c22-8e29-46e7-b153-6728288a3d9e,squeeze lemon juice,NULL
16918,5a838c22-8e29-46e7-b153-6728288a3d9e,2 cardamom pod or pinch of ground,NULL
16919,5a838c22-8e29-46e7-b153-6728288a3d9e,"2 tbsp flour, plus extra for rolling",NULL
16920,5a838c22-8e29-46e7-b153-6728288a3d9e,"25g golden caster sugar, plus extra for sprinkling",NULL
16921,5a838c22-8e29-46e7-b153-6728288a3d9e,500g pack shortcrust pastry,NULL
16922,5a838c22-8e29-46e7-b153-6728288a3d9e,2 tbsp milk,NULL
16923,4afd3848-f072-4802-8c2b-8516412b52ec,225g potato,NULL
16924,4afd3848-f072-4802-8c2b-8516412b52ec,225g parsnip,NULL
16925,4afd3848-f072-4802-8c2b-8516412b52ec,"1 onion, sliced",NULL
16926,4afd3848-f072-4802-8c2b-8516412b52ec,1 tbsp creamed horseradish,NULL
16927,4afd3848-f072-4802-8c2b-8516412b52ec,2 tbsp chopped fresh chive,NULL
16928,4afd3848-f072-4802-8c2b-8516412b52ec,100g Greek yogurt,NULL
16929,4afd3848-f072-4802-8c2b-8516412b52ec,25g butter,NULL
16930,96ca15e4-ffbd-4006-b029-0954319e2a10,400g penne pasta,NULL
16931,96ca15e4-ffbd-4006-b029-0954319e2a10,25g butter,NULL
16932,96ca15e4-ffbd-4006-b029-0954319e2a10,"1 onion, thinly sliced",NULL
16933,96ca15e4-ffbd-4006-b029-0954319e2a10,"1 garlic clove, crushed",NULL
16934,96ca15e4-ffbd-4006-b029-0954319e2a10,"1 tbsp fresh chopped sage, or 1 tsp dried",NULL
16935,96ca15e4-ffbd-4006-b029-0954319e2a10,"100g Stilton, cubed",NULL
16936,96ca15e4-ffbd-4006-b029-0954319e2a10,"handful toasted walnuts, chopped",NULL
16937,d95c96ef-a741-428e-a3de-373306270d71,600g trimmed spring greens,NULL
16938,d95c96ef-a741-428e-a3de-373306270d71,6 tbsp cr&#232;me fra&#238;che,NULL
16939,d95c96ef-a741-428e-a3de-373306270d71,sprinkle of sea salt and freshly ground black pepper,NULL
16940,f4eaee7e-0c8b-425e-adfa-2156b083ccaa,"175g gluten-free flour (we used Doves Farm, widely available)",NULL
16941,f4eaee7e-0c8b-425e-adfa-2156b083ccaa,85g butter,NULL
16942,f4eaee7e-0c8b-425e-adfa-2156b083ccaa,pinch cayenne pepper,NULL
16943,f4eaee7e-0c8b-425e-adfa-2156b083ccaa,1 egg yolk mixed with 3 tbsp cold water,NULL
16944,f4eaee7e-0c8b-425e-adfa-2156b083ccaa,100g gluten-free breadcrumbs (we used Dietary Specials Gluten-Free bread),NULL
16945,f4eaee7e-0c8b-425e-adfa-2156b083ccaa,"100g Caerphilly cheese, grated",NULL
16946,f4eaee7e-0c8b-425e-adfa-2156b083ccaa,"1 small leek, finely chopped",NULL
16947,f4eaee7e-0c8b-425e-adfa-2156b083ccaa,"1 tsp mustard seeds, crushed",NULL
16948,f4eaee7e-0c8b-425e-adfa-2156b083ccaa,3 egg yolks,NULL
16949,f4eaee7e-0c8b-425e-adfa-2156b083ccaa,handful tarragon or thyme leaves (optional),NULL
16950,17d682c9-c850-4f41-b00f-9600104af4f6,4 tbsp extra-virgin olive oil,NULL
16951,17d682c9-c850-4f41-b00f-9600104af4f6,"3 tbsp fresh flatleaf parsley, chopped",NULL
16952,17d682c9-c850-4f41-b00f-9600104af4f6,"2 garlic cloves, finely chopped",NULL
16953,17d682c9-c850-4f41-b00f-9600104af4f6,"1 red chilli, deseeded and finely chopped",NULL
16954,17d682c9-c850-4f41-b00f-9600104af4f6,"1cm fresh ginger, peeled and finely chopped",NULL
16955,17d682c9-c850-4f41-b00f-9600104af4f6,450g creamed tomatoes (passata),NULL
16956,17d682c9-c850-4f41-b00f-9600104af4f6,"2 x 200g cans tuna in olive oil, drained and flaked",NULL
16957,17d682c9-c850-4f41-b00f-9600104af4f6,375g linguine,NULL
16958,fa04b739-3901-4729-94f8-0d907812671b,2 chicken breast,NULL
16959,7009110b-a547-4743-b402-e46d37d3d04a,1 punnet of raspberries,NULL
16960,7009110b-a547-4743-b402-e46d37d3d04a,a little icing sugar,NULL
16961,7009110b-a547-4743-b402-e46d37d3d04a,"1 peach, sliced",NULL
16962,7009110b-a547-4743-b402-e46d37d3d04a,vanilla ice cream,NULL
16963,637971fe-040b-4e3a-a052-1753c05c68d2,hot boiled new potatoes,NULL
16964,637971fe-040b-4e3a-a052-1753c05c68d2,2 tbsp olive oil,NULL
16965,637971fe-040b-4e3a-a052-1753c05c68d2,juice of &#189; lemon,NULL
16966,637971fe-040b-4e3a-a052-1753c05c68d2,handful chopped parsley,NULL
16967,637971fe-040b-4e3a-a052-1753c05c68d2,hard boiled egg,NULL
16968,637971fe-040b-4e3a-a052-1753c05c68d2,bag of wild rocket,NULL
16969,637971fe-040b-4e3a-a052-1753c05c68d2,"cucumber, diced, to serve",NULL
16970,b84510da-c043-4b10-90ca-0e106913ba70,2 tbsp olive oil,NULL
16971,b84510da-c043-4b10-90ca-0e106913ba70,2 chicken leg pieces,NULL
16972,b84510da-c043-4b10-90ca-0e106913ba70,"1 onion, sliced",NULL
16973,b84510da-c043-4b10-90ca-0e106913ba70,1 lemon,NULL
16974,b84510da-c043-4b10-90ca-0e106913ba70,"1 garlic clove, crushed",NULL
16975,b84510da-c043-4b10-90ca-0e106913ba70,"small knob ginger, peeled and finely chopped",NULL
16976,b84510da-c043-4b10-90ca-0e106913ba70,2 tsp chermoula spice mix,NULL
16977,b84510da-c043-4b10-90ca-0e106913ba70,225ml chicken or vegetable stock (from a cube is fine),NULL
16978,b84510da-c043-4b10-90ca-0e106913ba70,1 tsp clear honey,NULL
16979,b84510da-c043-4b10-90ca-0e106913ba70,handful green olives,NULL
16980,b84510da-c043-4b10-90ca-0e106913ba70,"chopped coriander, to serve",NULL
16981,bcef92dc-1bd9-4642-9a3d-7ab8408022fd,"250g dried pasta, such as tagliatelle",NULL
16982,bcef92dc-1bd9-4642-9a3d-7ab8408022fd,2 tbsp olive oil,NULL
16983,bcef92dc-1bd9-4642-9a3d-7ab8408022fd,"2 skinless boneless chicken breast fillet, cut into small pieces",NULL
16984,bcef92dc-1bd9-4642-9a3d-7ab8408022fd,"2 garlic cloves, chopped",NULL
16985,bcef92dc-1bd9-4642-9a3d-7ab8408022fd,142ml carton single cream,NULL
16986,bcef92dc-1bd9-4642-9a3d-7ab8408022fd,3-4 tbsp roughly chopped fresh tarragon leaves,NULL
16987,bcef92dc-1bd9-4642-9a3d-7ab8408022fd,"100g spinach leaves, thick stems removed",NULL
16988,bcef92dc-1bd9-4642-9a3d-7ab8408022fd,"lemon wedges, to serve",NULL
16989,8b742f7e-b3ee-4790-93e6-bb8c8c9c86db,"1&#189; kg medium-sized parsnips, peeled",NULL
16990,8b742f7e-b3ee-4790-93e6-bb8c8c9c86db,85g butter,NULL
16991,8b742f7e-b3ee-4790-93e6-bb8c8c9c86db,1 tsp ground cumin,NULL
16992,8b742f7e-b3ee-4790-93e6-bb8c8c9c86db,&#188; tsp hot chilli powder,NULL
16993,8b742f7e-b3ee-4790-93e6-bb8c8c9c86db,a scraping of fresh nutmeg,NULL
16994,8b742f7e-b3ee-4790-93e6-bb8c8c9c86db,150ml milk,NULL
16995,8b742f7e-b3ee-4790-93e6-bb8c8c9c86db,2 tbsp hazelnut oil (or 1tbsp walnut oil),NULL
16996,a48d2ae3-b3eb-4723-b92c-c11b5ae57ada,250g pouch Mediterranean tomato rice,NULL
16997,a48d2ae3-b3eb-4723-b92c-c11b5ae57ada,"1 large courgette, diced",NULL
16998,a48d2ae3-b3eb-4723-b92c-c11b5ae57ada,250g packet cooked jumbo tiger prawns (from the chiller cabinet),NULL
16999,a48d2ae3-b3eb-4723-b92c-c11b5ae57ada,"a good handful of fresh basil leaves, torn",NULL
17000,a48d2ae3-b3eb-4723-b92c-c11b5ae57ada,"1 tsp lemon juice, plus extra for drizzling",NULL
17001,a48d2ae3-b3eb-4723-b92c-c11b5ae57ada,"1 tbsp olive oil, plus extra for drizzling",NULL
17002,a48d2ae3-b3eb-4723-b92c-c11b5ae57ada,"50-60g bag of your favourite fresh salad leaves, to serve",NULL
17003,8872a0b1-0484-452f-a3d0-7657bdd4fd3d,700g rhubarb,NULL
17004,8872a0b1-0484-452f-a3d0-7657bdd4fd3d,150ml red wine,NULL
17005,8872a0b1-0484-452f-a3d0-7657bdd4fd3d,3 tbsp redcurrant jelly,NULL
17006,8872a0b1-0484-452f-a3d0-7657bdd4fd3d,pared zest and juice of 1 large orange,NULL
17007,8872a0b1-0484-452f-a3d0-7657bdd4fd3d,"2&#189; cm piece of fresh root ginger, peeled and thinly sliced",NULL
17008,8872a0b1-0484-452f-a3d0-7657bdd4fd3d,85g golden caster sugar,NULL
17009,fbc04798-acf4-4591-86e4-f91b8e27ba19,"1 yellow pepper, deseeded and cut into chunks",NULL
17010,fbc04798-acf4-4591-86e4-f91b8e27ba19,"1 courgette, thickly sliced",NULL
17011,fbc04798-acf4-4591-86e4-f91b8e27ba19,"1 red onion, cut into wedges",NULL
17012,fbc04798-acf4-4591-86e4-f91b8e27ba19,225g self-raising flour,NULL
17013,fbc04798-acf4-4591-86e4-f91b8e27ba19,"2 tbsp olive oil, plus 1 tsp",NULL
17014,fbc04798-acf4-4591-86e4-f91b8e27ba19,5 tbsp fresh tomato pasta sauce,NULL
17015,fbc04798-acf4-4591-86e4-f91b8e27ba19,"50g cheddar, grated",NULL
